gdb,table,fc,field_name,field_alias,field_alias_2,field_type,Baseline FCS,Baseline FCS Nice Name,original field,Category,Report Measurement,Notes
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_18,National Monuments Coverage (km) - Black Rock Desert / High Rock Canyon,National Monuments Coverage - Black Rock Desert / High Rock Canyon,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_19,National Monuments Coverage (km) - MORLEY NELSON SNAKE RIVER BIRDS OF PREY NATIONAL CONSERVATION AREA,National Monuments Coverage - MORLEY NELSON SNAKE RIVER BIRDS OF PREY NATIONAL CONSERVATION AREA,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_2,National Monuments Coverage (km) - San Juan Islands National Monument,National Monuments Coverage - San Juan Islands National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_20,National Monuments Coverage (km) - CRATERS OF THE MOON NATIONAL MONUMENT,National Monuments Coverage - CRATERS OF THE MOON NATIONAL MONUMENT,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_21,National Monuments Coverage (km) - GILA BOX RIPARIAN NCA,National Monuments Coverage - GILA BOX RIPARIAN NCA,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_22,National Monuments Coverage (km) - Gold Butte,National Monuments Coverage - Gold Butte,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_23,National Monuments Coverage (km) - SAN PEDRO RIPARIAN NCA,National Monuments Coverage - SAN PEDRO RIPARIAN NCA,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_24,National Monuments Coverage (km) - Basin and Range,National Monuments Coverage - Basin and Range,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_25,National Monuments Coverage (km) - SONORAN DESERT NM,National Monuments Coverage - SONORAN DESERT NM,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_26,National Monuments Coverage (km) - Canyons of the Ancients National Monument,National Monuments Coverage - Canyons of the Ancients National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_27,National Monuments Coverage (km) - GRAND CANYON-PARASHANT NM,National Monuments Coverage - GRAND CANYON-PARASHANT NM,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_28,National Monuments Coverage (km) - Upper Missouri River Breaks National Monument,National Monuments Coverage - Upper Missouri River Breaks National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_29,National Monuments Coverage (km) - Sand to Snow National Monument,National Monuments Coverage - Sand to Snow National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_3,National Monuments Coverage (km) - El Malpais National Conservation Area,National Monuments Coverage - El Malpais National Conservation Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_30,National Monuments Coverage (km) - Pompeys Pillar National Monument,National Monuments Coverage - Pompeys Pillar National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_31,National Monuments Coverage (km) - Red Cliffs,National Monuments Coverage - Red Cliffs,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_32,National Monuments Coverage (km) - Beaver Dam Wash - Designated Road Area,National Monuments Coverage - Beaver Dam Wash - Designated Road Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_33,National Monuments Coverage (km) - Beaver Dam Wash,National Monuments Coverage - Beaver Dam Wash,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_34,National Monuments Coverage (km) - California Coastal National Monument,National Monuments Coverage - California Coastal National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_35,National Monuments Coverage (km) - Piedras Blancas Outstanding Natural Area,National Monuments Coverage - Piedras Blancas Outstanding Natural Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_36,National Monuments Coverage (km) - Steese National Conservation Area,National Monuments Coverage - Steese National Conservation Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_37,National Monuments Coverage (km) - Headwaters Forest Reserve,National Monuments Coverage - Headwaters Forest Reserve,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_38,National Monuments Coverage (km) - Dominguez/Escalante National Conservation Area,National Monuments Coverage - Dominguez/Escalante National Conservation Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_39,National Monuments Coverage (km) - Alabama Hills National Scenic Area,National Monuments Coverage - Alabama Hills National Scenic Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_4,National Monuments Coverage (km) - Yaquina Head Outstanding Natural Area,National Monuments Coverage - Yaquina Head Outstanding Natural Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_40,National Monuments Coverage (km) - Steens Mountain Cooperative Management and Protection Area,National Monuments Coverage - Steens Mountain Cooperative Management and Protection Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_41,National Monuments Coverage (km) - AGUA FRIA NM,National Monuments Coverage - AGUA FRIA NM,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_42,National Monuments Coverage (km) - VERMILION CLIFFS NM,National Monuments Coverage - VERMILION CLIFFS NM,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_43,National Monuments Coverage (km) - LAS CIENEGAS NCA,National Monuments Coverage - LAS CIENEGAS NCA,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_44,National Monuments Coverage (km) - Jurassic,National Monuments Coverage - Jurassic,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_45,National Monuments Coverage (km) - John Wesley Powell,National Monuments Coverage - John Wesley Powell,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_46,National Monuments Coverage (km) - Red Rock Canyon,National Monuments Coverage - Red Rock Canyon,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_47,National Monuments Coverage (km) - Grand Staircase-Escalante,National Monuments Coverage - Grand Staircase-Escalante,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_48,National Monuments Coverage (km) - Bears Ears,National Monuments Coverage - Bears Ears,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_49,National Monuments Coverage (km) - Río Grande del Norte National Monument,National Monuments Coverage - Río Grande del Norte National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_5,National Monuments Coverage (km) - King Range National Conservation Area,National Monuments Coverage - King Range National Conservation Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_50,National Monuments Coverage (km) - Cascade-Siskiyou National Monument,National Monuments Coverage - Cascade-Siskiyou National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_51,National Monuments Coverage (km) - Organ Mountains - Desert Peaks National Monument,National Monuments Coverage - Organ Mountains - Desert Peaks National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_6,National Monuments Coverage (km) - Santa Rosa-San Jacinto Mountains National Monument,National Monuments Coverage - Santa Rosa-San Jacinto Mountains National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_7,National Monuments Coverage (km) - Fort Ord National Monument,National Monuments Coverage - Fort Ord National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_8,National Monuments Coverage (km) - Carrizo Plain National Monument,National Monuments Coverage - Carrizo Plain National Monument,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlMnmnt_A_9,National Monuments Coverage (km) - McInnis Canyons National Conservation Area,National Monuments Coverage - McInnis Canyons National Conservation Area,Double,National_Monuments,National Monuments,NCA_NAME,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_0,"National Parks Coverage (km) - Gates of the Arctic Wilderness,AK","Gates of the Arctic Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_1,"National Parks Coverage (km) - Noatak Wilderness,AK","Noatak Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_10,"National Parks Coverage (km) - Denali National Preserve,AK","Denali National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_100,"National Parks Coverage (km) - Gateway National Recreation Area,NY","Gateway National Recreation Area, NY",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_101,"National Parks Coverage (km) - Lassen Volcanic Wilderness,CA","Lassen Volcanic Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_102,"National Parks Coverage (km) - Lassen Volcanic National Park,CA","Lassen Volcanic National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_103,"National Parks Coverage (km) - Rocky Mountain National Park,CO","Rocky Mountain National Park, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_104,"National Parks Coverage (km) - Gateway National Recreation Area,NJ","Gateway National Recreation Area, NJ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_105,"National Parks Coverage (km) - Allegheny Portage Railroad National Historic Site,PA","Allegheny Portage Railroad National Historic Site, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_106,"National Parks Coverage (km) - Timpanogos Cave National Monument,UT","Timpanogos Cave National Monument, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_107,"National Parks Coverage (km) - Hopewell Furnace National Historic Site,PA","Hopewell Furnace National Historic Site, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_108,"National Parks Coverage (km) - Valley Forge National Historical Park,PA","Valley Forge National Historical Park, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_109,"National Parks Coverage (km) - Gettysburg National Military Park,PA","Gettysburg National Military Park, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_11,"National Parks Coverage (km) - Denali National Park,AK","Denali National Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_110,"National Parks Coverage (km) - Fort Necessity National Battlefield,PA","Fort Necessity National Battlefield, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_111,"National Parks Coverage (km) - Eisenhower National Historic Site,PA","Eisenhower National Historic Site, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_112,"National Parks Coverage (km) - Friendship Hill National Historic Site,PA","Friendship Hill National Historic Site, PA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_113,"National Parks Coverage (km) - Chesapeake and Ohio Canal National Historical Park,DC-MD-WV","Chesapeake and Ohio Canal National Historical Park, DC-MD-WV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_114,"National Parks Coverage (km) - Catoctin Mountain Park,MD","Catoctin Mountain Park, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_115,"National Parks Coverage (km) - Antietam National Battlefield,MD","Antietam National Battlefield, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_116,"National Parks Coverage (km) - Hopewell Culture National Historical Park,OH","Hopewell Culture National Historical Park, OH",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_117,"National Parks Coverage (km) - Monocacy National Battlefield,MD","Monocacy National Battlefield, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_118,"National Parks Coverage (km) - Harpers Ferry National Historical Park,MD","Harpers Ferry National Historical Park, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_119,"National Parks Coverage (km) - Harpers Ferry National Historical Park,WV","Harpers Ferry National Historical Park, WV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_12,"National Parks Coverage (km) - Denali Wilderness,AK","Denali Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_120,"National Parks Coverage (km) - Harpers Ferry National Historical Park,VA","Harpers Ferry National Historical Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_121,"National Parks Coverage (km) - Harpers Ferry National Historical Park,VA-WV","Harpers Ferry National Historical Park, VA-WV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_122,"National Parks Coverage (km) - Colorado National Monument,CO","Colorado National Monument, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_123,"National Parks Coverage (km) - Great Basin National Park,NV","Great Basin National Park, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_124,"National Parks Coverage (km) - George Washington Memorial Parkway,VA","George Washington Memorial Parkway, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_125,"National Parks Coverage (km) - Greenbelt Park,MD","Greenbelt Park, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_126,"National Parks Coverage (km) - Rock Creek Park,DC","Rock Creek Park, DC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_127,"National Parks Coverage (km) - Florissant Fossil Beds National Monument,CO","Florissant Fossil Beds National Monument, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_128,"National Parks Coverage (km) - Shenandoah National Park,VA","Shenandoah National Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_129,"National Parks Coverage (km) - National Mall,DC","National Mall, DC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_13,"National Parks Coverage (km) - Wrangell-Saint Elias National Preserve,AK","Wrangell-Saint Elias National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_130,"National Parks Coverage (km) - Arches National Park,UT","Arches National Park, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_131,"National Parks Coverage (km) - Manassas National Battlefield Park,VA","Manassas National Battlefield Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_132,"National Parks Coverage (km) - Shenandoah Wilderness,VA","Shenandoah Wilderness, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_133,"National Parks Coverage (km) - Fort Washington Park,MD","Fort Washington Park, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_134,"National Parks Coverage (km) - Piscataway Park,MD","Piscataway Park, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_135,"National Parks Coverage (km) - Black Canyon of the Gunnison Wilderness,CO","Black Canyon of the Gunnison Wilderness, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_136,"National Parks Coverage (km) - Prince William Forest Park,VA","Prince William Forest Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_137,"National Parks Coverage (km) - Black Canyon of the Gunnison National Park,CO","Black Canyon of the Gunnison National Park, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_138,"National Parks Coverage (km) - Capitol Reef National Park,UT","Capitol Reef National Park, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
