gdb,table,fc,field_name,field_alias,field_alias_2,field_type,Baseline FCS,Baseline FCS Nice Name,original field,Category,Report Measurement,Notes
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_139,"National Parks Coverage (km) - Curecanti National Recreation Area,CO","Curecanti National Recreation Area, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_14,"National Parks Coverage (km) - Wrangell-Saint Elias National Park and Preserve,AK","Wrangell-Saint Elias National Park and Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_140,"National Parks Coverage (km) - Canyonlands National Park,UT","Canyonlands National Park, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_141,"National Parks Coverage (km) - Glen Canyon National Recreation Area,AZ-UT","Glen Canyon National Recreation Area, AZ-UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_142,"National Parks Coverage (km) - Tallgrass Prairie National Preserve,KS","Tallgrass Prairie National Preserve, KS",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_143,"National Parks Coverage (km) - Fredericksburg and Spotsylvania Co. Battlefields Memorial National Military Park,VA","Fredericksburg and Spotsylvania Co. Battlefields Memorial National Military Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_144,"National Parks Coverage (km) - Assateague Island National Seashore,MD-VA","Assateague Island National Seashore, MD-VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_145,"National Parks Coverage (km) - Assateague Island National Seashore,MD","Assateague Island National Seashore, MD",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_146,"National Parks Coverage (km) - Gauley River National Recreation Area,WV","Gauley River National Recreation Area, WV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_147,"National Parks Coverage (km) - Point Reyes National Seashore,CA","Point Reyes National Seashore, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_148,"National Parks Coverage (km) - Phillip Burton Wilderness,CA","Phillip Burton Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_149,"National Parks Coverage (km) - Golden Gate National Recreation Area,CA","Golden Gate National Recreation Area, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_15,"National Parks Coverage (km) - Wrangell-Saint Elias Wilderness,AK","Wrangell-Saint Elias Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_150,"National Parks Coverage (km) - George Washington Birthplace National Monument,VA","George Washington Birthplace National Monument, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_151,"National Parks Coverage (km) - Fort Larned National Historic Site,KS","Fort Larned National Historic Site, KS",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_152,"National Parks Coverage (km) - Yosemite Wilderness,CA","Yosemite Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_153,"National Parks Coverage (km) - New River Gorge National River,WV","New River Gorge National River, WV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_154,"National Parks Coverage (km) - Green Springs National Historic Landmark District,VA","Green Springs National Historic Landmark District, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_155,"National Parks Coverage (km) - Bents Old Fort National Historic Site,CO","Bents Old Fort National Historic Site, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_156,"National Parks Coverage (km) - Yosemite National Park,CA","Yosemite National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_157,"National Parks Coverage (km) - John Muir National Historic Site,CA","John Muir National Historic Site, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_158,"National Parks Coverage (km) - Great Sand Dunes National Park,CO","Great Sand Dunes National Park, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_159,"National Parks Coverage (km) - Blue Ridge Parkway,VA","Blue Ridge Parkway, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_16,"National Parks Coverage (km) - Wrangell-Saint Elias National Park,AK","Wrangell-Saint Elias National Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_160,"National Parks Coverage (km) - Sangre de Cristo Wilderness,CO","Sangre de Cristo Wilderness, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_161,"National Parks Coverage (km) - Muir Woods National Monument,CA","Muir Woods National Monument, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_162,"National Parks Coverage (km) - Great Sand Dunes Wilderness,CO","Great Sand Dunes Wilderness, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_163,"National Parks Coverage (km) - Bryce Canyon National Park,UT","Bryce Canyon National Park, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_164,"National Parks Coverage (km) - Cedar Breaks National Monument,UT","Cedar Breaks National Monument, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_165,"National Parks Coverage (km) - Natural Bridges National Monument,UT","Natural Bridges National Monument, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_166,"National Parks Coverage (km) - Bluestone National Scenic River,WV","Bluestone National Scenic River, WV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_167,"National Parks Coverage (km) - Richmond National Battlefield Park,VA","Richmond National Battlefield Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_168,"National Parks Coverage (km) - Zion National Park,UT","Zion National Park, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_169,"National Parks Coverage (km) - Ozark National Scenic Riverways,MO","Ozark National Scenic Riverways, MO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_17,"National Parks Coverage (km) - Lake Clark National Park,AK","Lake Clark National Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_170,"National Parks Coverage (km) - Hovenweep National Monument,CO","Hovenweep National Monument, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_171,"National Parks Coverage (km) - Richmond Battlefield Park,VA","Richmond Battlefield Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_172,"National Parks Coverage (km) - Appomattox Court House National Historical Park,VA","Appomattox Court House National Historical Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_173,"National Parks Coverage (km) - Hovenweep National Monument,UT","Hovenweep National Monument, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_174,"National Parks Coverage (km) - Mesa Verde National Park,CO","Mesa Verde National Park, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_175,"National Parks Coverage (km) - Death Valley Wilderness,CA","Death Valley Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_176,"National Parks Coverage (km) - Death Valley National Park,CA","Death Valley National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_177,"National Parks Coverage (km) - Colonial National Historical Park,VA","Colonial National Historical Park, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_178,"National Parks Coverage (km) - Mesa Verde Wilderness,CO","Mesa Verde Wilderness, CO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_179,"National Parks Coverage (km) - Death Valley National Park,CA-NV","Death Valley National Park, CA-NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_18,"National Parks Coverage (km) - Lake Clark Wilderness,AK","Lake Clark Wilderness, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_180,"National Parks Coverage (km) - Mammoth Cave National Park,KY","Mammoth Cave National Park, KY",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_181,"National Parks Coverage (km) - Petersburg National Battlefield,VA","Petersburg National Battlefield, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_182,"National Parks Coverage (km) - Sequoia-Kings Canyon Wilderness,CA","Sequoia-Kings Canyon Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_183,"National Parks Coverage (km) - Booker T. Washington National Monument,VA","Booker T. Washington National Monument, VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_184,"National Parks Coverage (km) - Wilsons Creek National Battlefield,MO","Wilsons Creek National Battlefield, MO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_185,"National Parks Coverage (km) - Rainbow Bridge National Monument,UT","Rainbow Bridge National Monument, UT",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_186,"National Parks Coverage (km) - Death Valley Wilderness,CA-NV","Death Valley Wilderness, CA-NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_187,"National Parks Coverage (km) - Grand Canyon National Game Preserve,AZ","Grand Canyon National Game Preserve, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_188,"National Parks Coverage (km) - Pipe Spring National Monument,AZ","Pipe Spring National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_189,"National Parks Coverage (km) - Aztec Ruins National Monument,NM","Aztec Ruins National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_19,"National Parks Coverage (km) - Lake Clark National Preserve,AK","Lake Clark National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_190,"National Parks Coverage (km) - Eleven Point National Wild and Scenic River,MO","Eleven Point National Wild and Scenic River, MO",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_191,"National Parks Coverage (km) - Kings Canyon National Park,CA","Kings Canyon National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_192,"National Parks Coverage (km) - Grand Canyon National Park,AZ","Grand Canyon National Park, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_193,"National Parks Coverage (km) - Big South Fork National River and Recreation Area,KY-TN","Big South Fork National River and Recreation Area, KY-TN",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_194,"National Parks Coverage (km) - Death Valley Wilderness,NV","Death Valley Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_195,"National Parks Coverage (km) - Capulin Volcano National Monument,NM","Capulin Volcano National Monument, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_196,"National Parks Coverage (km) - Navajo National Monument,AZ","Navajo National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_197,"National Parks Coverage (km) - Manzanar National Historic Site,CA","Manzanar National Historic Site, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_198,"National Parks Coverage (km) - Cumberland Gap National Historical Park,KY-TN-VA","Cumberland Gap National Historical Park, KY-TN-VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_199,"National Parks Coverage (km) - Sequoia National Park,CA","Sequoia National Park, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_2,"National Parks Coverage (km) - Gates of the Arctic National Preserve,AK","Gates of the Arctic National Preserve, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_20,"National Parks Coverage (km) - Kenai Fjords National Park,AK","Kenai Fjords National Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_200,"National Parks Coverage (km) - Lake Mead National Recreation Area,AZ-NV","Lake Mead National Recreation Area, AZ-NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_201,"National Parks Coverage (km) - Blue Ridge Parkway,NC-VA","Blue Ridge Parkway, NC-VA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_202,"National Parks Coverage (km) - Pinnacles National Monument,CA","Pinnacles National Monument, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_203,"National Parks Coverage (km) - Blue Ridge Parkway,NC","Blue Ridge Parkway, NC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_204,"National Parks Coverage (km) - Pinnacles Wilderness,CA","Pinnacles Wilderness, CA",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_205,"National Parks Coverage (km) - Grand Canyon National Park Wilderness Study Area,AZ","Grand Canyon National Park Wilderness Study Area, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_206,"National Parks Coverage (km) - Fort Donelson National Battlefield,TN","Fort Donelson National Battlefield, TN",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_207,"National Parks Coverage (km) - Pea Ridge National Military Park,AR","Pea Ridge National Military Park, AR",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_208,"National Parks Coverage (km) - Jimbilnan Wilderness,NV","Jimbilnan Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_209,"National Parks Coverage (km) - Lake Mead National Recreation Area,AZ","Lake Mead National Recreation Area, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_21,"National Parks Coverage (km) - Klondike Gold Rush National Historical Park,AK","Klondike Gold Rush National Historical Park, AK",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_210,"National Parks Coverage (km) - Canyon de Chelly National Monument,AZ","Canyon de Chelly National Monument, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_211,"National Parks Coverage (km) - Pinto Valley Wilderness,NV","Pinto Valley Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_212,"National Parks Coverage (km) - Lake Mead National Recreation Wilderness Study Area,AZ","Lake Mead National Recreation Wilderness Study Area, AZ",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_213,"National Parks Coverage (km) - Muddy Mountains Wilderness,NV","Muddy Mountains Wilderness, NV",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_214,"National Parks Coverage (km) - Buffalo National River Wilderness,AR","Buffalo National River Wilderness, AR",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_215,"National Parks Coverage (km) - Guilford Courthouse National Military Park,NC","Guilford Courthouse National Military Park, NC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_216,"National Parks Coverage (km) - Buffalo National River,AR","Buffalo National River, AR",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_217,"National Parks Coverage (km) - Chaco Culture National Historical Park,NM","Chaco Culture National Historical Park, NM",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
C:\Users\romeolf\Desktop\task3_3\Build_Cost_Surface.gdb,grid,base_aea_10km_SpatialJoin_42_51_55_59_28,NtnlPrk_A_218,"National Parks Coverage (km) - Wright Brothers National Memorial,NC","Wright Brothers National Memorial, NC",Double,National_Parks,National Parks,NAME_Corrected,Boundaries,Area,
